ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.36,3.5,2.93,4.64,2.71,4.57,4.29,F1
LRG,5.14,2.93,3.29,4.64,4.29,3.21,4.5,F1
SVM,5.43,2.71,3.57,4.64,3.93,3.21,4.5,F1
ABC,2.86,4.43,3.29,3.14,4.57,5.0,4.71,F1
KNN,3.5,3.57,3.36,3.21,5.29,3.29,5.79,F1
RF,4.29,3.07,3.43,2.86,3.71,4.57,6.07,F1
DTREE,4.57,3.14,2.21,2.79,6.0,2.93,6.36,F1
MLP,5.71,3.29,2.21,2.71,4.64,3.07,6.36,F1
avarage,4.61,3.33,3.04,3.58,4.39,3.73,5.32,F1
std,1.01,0.53,0.54,0.9,1.0,0.83,0.9,F1
