,alphas,area_GEO,volume_GEO,area_volume_ratio_GEO,edge_ratio_GEO,radius_ratio_GEO,aspect_ratio_GEO,max_solid_angle_GEO,min_solid_angle_GEO,solid_angle_GEO,area_IBA,volume_IBA,area_volume_ratio_IBA,edge_ratio_IBA,radius_ratio_IBA,aspect_ratio_IBA,max_solid_angle_IBA,min_solid_angle_IBA,solid_angle_IBA
0,1.0,4.871428571428572,5.2785714285714285,4.507142857142857,4.45,4.369047619047619,4.295238095238095,4.226190476190477,4.3619047619047615,4.388095238095238,5.009523809523809,5.454761904761905,4.64047619047619,4.633333333333333,4.557142857142857,4.4714285714285715,4.526190476190475,4.654761904761904,4.564285714285714
1,1.5,4.828571428571428,5.135714285714285,4.6761904761904765,4.321428571428571,4.3999999999999995,4.326190476190477,4.2404761904761905,4.385714285714285,4.321428571428572,5.028571428571429,5.292857142857143,4.814285714285714,4.566666666666666,4.614285714285715,4.569047619047618,4.454761904761905,4.595238095238096,4.545238095238095
2,2.0,4.73095238095238,5.1309523809523805,4.68095238095238,4.25,4.416666666666667,4.3999999999999995,4.23095238095238,4.311904761904763,4.226190476190476,4.909523809523811,5.2976190476190474,4.840476190476191,4.545238095238095,4.657142857142856,4.521428571428571,4.485714285714287,4.592857142857142,4.480952380952382
3,2.5,4.711904761904763,5.030952380952381,4.661904761904762,4.273809523809525,4.445238095238095,4.364285714285713,4.307142857142858,4.404761904761904,4.307142857142858,4.892857142857142,5.235714285714285,4.857142857142858,4.433333333333334,4.690476190476189,4.500000000000001,4.542857142857144,4.6,4.495238095238095
4,3.0,4.771428571428572,5.054761904761905,4.69047619047619,4.414285714285714,4.304761904761905,4.1690476190476184,4.228571428571428,4.361904761904763,4.307142857142857,4.930952380952381,5.216666666666668,4.852380952380952,4.585714285714285,4.585714285714286,4.400000000000001,4.457142857142856,4.538095238095238,4.559523809523809
5,3.5,4.866666666666668,5.071428571428571,4.60952380952381,4.333333333333333,4.376190476190476,4.416666666666667,4.385714285714286,4.309523809523809,4.478571428571429,5.030952380952381,5.185714285714286,4.828571428571428,4.476190476190477,4.635714285714287,4.538095238095238,4.545238095238095,4.523809523809523,4.664285714285714
6,4.0,4.92857142857143,5.240476190476191,4.590476190476191,4.257142857142857,4.242857142857144,4.307142857142858,4.297619047619048,4.219047619047619,4.259523809523809,5.064285714285716,5.445238095238096,4.766666666666667,4.447619047619047,4.514285714285715,4.473809523809525,4.5,4.464285714285714,4.492857142857143
7,4.5,4.780952380952381,5.083333333333333,4.885714285714286,4.357142857142857,4.378571428571429,4.252380952380952,4.328571428571429,4.283333333333333,4.435714285714286,4.942857142857143,5.226190476190475,5.021428571428571,4.659523809523811,4.704761904761905,4.414285714285714,4.523809523809525,4.480952380952381,4.607142857142858
8,5.0,4.847619047619048,5.066666666666667,4.588095238095238,4.3619047619047615,4.378571428571429,4.371428571428572,4.328571428571428,4.242857142857144,4.392857142857142,4.985714285714285,5.20952380952381,4.821428571428572,4.659523809523811,4.640476190476191,4.511904761904762,4.511904761904763,4.4261904761904765,4.614285714285714
9,5.5,4.802380952380953,5.185714285714286,4.735714285714286,4.283333333333332,4.338095238095238,4.345238095238096,4.161904761904761,4.438095238095237,4.511904761904763,4.947619047619047,5.3428571428571425,4.98095238095238,4.578571428571429,4.619047619047619,4.530952380952381,4.411904761904761,4.590476190476191,4.707142857142857
10,6.0,4.795238095238095,5.10952380952381,4.616666666666666,4.219047619047619,4.319047619047619,4.219047619047619,4.309523809523809,4.423809523809525,4.283333333333332,4.976190476190475,5.25,4.823809523809525,4.371428571428571,4.65952380952381,4.45,4.464285714285713,4.707142857142856,4.438095238095237
11,6.5,4.857142857142857,5.030952380952382,4.761904761904762,4.288095238095238,4.45,4.55,4.333333333333334,4.316666666666667,4.345238095238095,5.004761904761904,5.164285714285715,4.954761904761906,4.549999999999998,4.707142857142856,4.671428571428572,4.5476190476190474,4.478571428571429,4.502380952380953
12,7.0,4.9261904761904765,5.214285714285714,4.645238095238096,4.214285714285714,4.397619047619048,4.5738095238095235,4.359523809523809,4.145238095238095,4.445238095238095,5.095238095238096,5.373809523809523,4.859523809523809,4.397619047619048,4.688095238095237,4.747619047619048,4.669047619047619,4.380952380952382,4.685714285714286
13,7.5,4.771428571428571,5.123809523809524,4.757142857142857,4.328571428571429,4.338095238095238,4.297619047619048,4.309523809523809,4.352380952380952,4.069047619047619,4.871428571428571,5.259523809523809,4.928571428571429,4.438095238095238,4.661904761904762,4.483333333333333,4.495238095238096,4.614285714285715,4.357142857142857
14,8.0,4.904761904761905,5.050000000000001,4.638095238095239,4.180952380952381,4.283333333333332,4.397619047619048,4.235714285714286,4.471428571428571,4.278571428571428,4.997619047619048,5.233333333333333,4.792857142857142,4.497619047619048,4.5738095238095235,4.542857142857143,4.440476190476191,4.707142857142856,4.488095238095238
15,8.5,4.821428571428571,4.997619047619048,4.561904761904763,4.438095238095237,4.438095238095238,4.307142857142858,4.345238095238096,4.354761904761905,4.366666666666667,4.971428571428572,5.18095238095238,4.7976190476190474,4.626190476190477,4.716666666666668,4.397619047619048,4.597619047619049,4.564285714285714,4.635714285714285
16,9.0,4.773809523809525,5.159523809523809,4.792857142857143,4.383333333333333,4.426190476190476,4.35952380952381,4.273809523809524,4.307142857142857,4.295238095238095,4.842857142857143,5.2666666666666675,4.949999999999999,4.6119047619047615,4.719047619047619,4.495238095238096,4.39047619047619,4.552380952380952,4.523809523809525
17,9.5,4.764285714285713,5.04047619047619,4.733333333333334,4.357142857142857,4.3309523809523816,4.388095238095238,4.216666666666666,4.292857142857144,4.180952380952381,4.8690476190476195,5.171428571428571,4.9261904761904765,4.6190476190476195,4.604761904761905,4.5285714285714285,4.373809523809523,4.445238095238095,4.428571428571428
